State	Date	Action Taken
Rhode Island	2020/12/1	 Gov. Gina Raimondo (D) announced the state is allocating $50 million in federal funding to help replace lost business revenue resulting from the state’s pause. Businesses can apply to receive up to $50,000, depending on their estimated lost revenue. Raimondo said an additional $50 million from the federal government will go to unemployment checks. Residents on unemployment will receive an additional $200 for every week the state stays under Rhode Island on Pause restrictions.
Rhode Island	2020/12/21	 Gov. Gina Raimondo (D) allowed Rhode Island on Pause restrictions to expire Dec. 21. Indoor dining at restaurants and bars can expand from 33% capacity to 50% capacity. Gyms and indoor entertainment businesses can reopen with one person per 150 square feet capacity. Indoor private gatherings are still limited to household members through the holidays.
Rhode Island	2020/12/23	 Gov. Gina Raimondo (D) extended the state’s coronavirus emergency order until Jan. 20, 2021.
Rhode Island	2021/1/4	 Gov. Gina Raimondo (D) extended the state’s coronavirus restrictions through Jan. 28.
Rhode Island	2021/1/20	 Gov. Gina Raimondo (D) extended the state’s coronavirus emergency order until Feb. 17.
Rhode Island	2021/1/21	 Gov. Gina Raimondo (D) signed an executive order allowing state-defined low- and moderate-risk school sports to resume games and practices starting Jan. 20. Higher-risk sports (like wrestling) and interstate competitions are still prohibited.
Rhode Island	2021/1/28	 Gov. Gina Raimondo (D) extended the state’s mask requirement until Feb. 25.
Rhode Island	2021/2/2	30 p.m. on weekends. The order was first implemented Nov. 8.
Rhode Island	2021/2/8	 Gov. Gina Raimondo (D) signed an executive order loosening coronavirus restrictions. Catered events (including wedding receptions) are limited to 30 people indoors or 50 outdoors. Restaurants can seat up to eight people from two households at an indoor table. Offices can reopen at 33% capacity.
Rhode Island	2021/2/12	 Gov. Gina Raimondo (D) announced places of worship and theaters are allowed to expand from 25% to 40% capacity, and bar areas in restaurants can reopen, starting Feb. 12.
Rhode Island	2021/2/17	 Gov. Gina Raimondo (D) extended the state’s coronavirus emergency order until March 17.
Rhode Island	2021/2/18	 On Feb. 18, individuals 75 and older can make vaccination appointments. This marks the beginning of Phase 2 in the state’s distribution plan. On Feb. 22, individuals 65 and older will be eligible to register for vaccination. Previously, in Phase 1, nursing home residents and healthcare workers were prioritized.
Rhode Island	2021/2/22	 Individuals 65 and older are eligible to register for vaccination starting Feb. 22. Previously, anyone age 75 and older could schedule an appointment.
Rhode Island	2021/2/24	 Gov. Gina Raimondo (D) extended the state’s mask order through March 24.
Rhode Island	2021/3/12	 Gov. Dan McKee (D) announcedschool staff and childcare workers will be eligible for vaccination starting March 12. Previously, Rhode Island prioritized individuals based on age and underlying conditions.
Rhode Island	2021/3/17	 Gov. Dan McKee (D) extended the state’s coronavirus emergency order until April 14.
Rhode Island	2021/3/19	 Starting March 19, indoor dining capacity can increase from 66% to 75%. Indoor attendance limits at catered events (like wedding receptions) are increasing from 30 to 100 people, with the maximum capacity limit increasing from 50% to 75%. Outdoor catered event attendance limits are increasing from 100 to 200 people. Social gatherings of 15 people indoors or 50 people outdoors are permitted. Previously, social gatherings were capped at two households indoors or three outdoors. Places of worship can operate at 75% capacity, up from the previous 40% limit. Retailers, personal care service providers, gyms, and other businesses can also increase capacity. For a full list of changes, click here.
Rhode Island	2021/3/24	 Gov. Dan McKee (D) extended the state’s mask order until April 21.
Rhode Island	2021/4/5	 On April 5, Rhode Island expandedvaccine eligibility to all individuals 50 years of age and older.
Rhode Island	2021/4/15	 Gov. Dan McKee (D) extended the state’s coronavirus emergency order until May 13.
Rhode Island	2021/4/19	 Residents 16 and older are eligible for vaccination starting April 19.
Rhode Island	2021/4/22	 Gov. Dan McKee (D) extended the state’s coronavirus mask order through May 20.
Rhode Island	2021/4/30	 Gov. Dan McKee (D) lifted the outdoor mask requirement for fully vaccinated people who can still maintain three-foot distancing.
Rhode Island	2021/5/3	 Gov. Dan McKee (D) ended the state’s outdoor mask requirement for fully vaccinated people who can stay at least three feet away from others.
Rhode Island	2021/5/10	 Gov. Dan McKee (D) eased restrictions for most businesses on May 7. Places of worship and businesses like restaurants, retailers, gyms, and personal care services can expand to 80% capacity as long as three-foot distancing can be maintained. Outdoor dining is also permitted at 100% capacity with three-foot distancing between tables. Social gatherings can expand from 15 to 25 people indoors and from 50 to 75 people outdoors. For a full list of current restrictions, click here.
Rhode Island	2021/5/12	 Gov. Dan McKee (D) extended the state’s coronavirus emergency order until June 10.
Rhode Island	2021/5/24	 All remaining coronavirus restrictions, except the indoor mask requirement for unvaccinated people, ended May 21 for most industries. Restaurants, bars, places of worship, retailers, gyms, and most other businesses can operate with no capacity limits. To see guidance for each industry, click here.
Rhode Island	2021/6/1	 Gov. Dan McKee (D) announced on May 25 that the Rhode Island State House would reopen to the public on June 1. The building will be open to visitors Monday through Friday from 9 a.m. to 3 p.m., and visitors will be required to sign a log book, wear masks in public areas, and have their temperatures taken.
Rhode Island	2021/6/2	 On June 1, Gov. Dan McKee (D) announced that the state would be lifting its outdoor mask requirement for vaccinated and unvaccinated individuals on Wednesday, June 2. In his press release, he recommended that unvaccinated individuals continue wearing masks in crowded outdoor settings or when in close proximity to other unvaccinated individuals.
Rhode Island	2021/6/3	 On June 2, Gov. Dan McKee (D) announced the state would be hosting its first public drive-through vaccination clinic. The clinic will provide Pfizer vaccines to individuals age 12 or older on Saturday, June 5, from 9 a.m. to 12 p.m. at the Fidelity Investments parking garage located at 100 Salem Street in Smithfield.
Rhode Island	2021/6/11	 Gov. Dan McKee (D) extended the state’s coronavirus emergency order until July 9.
Rhode Island	2021/7/8	 On July 6, Gov. Dan McKee (D) announceda vaccination incentive fund that will distribute seventy-five $10,000 grants to nonprofit organizations. Lotteries for the grants will be held for every 5,000 vaccines administered to residents.
Rhode Island	2021/7/13	 On July 6, Gov. Dan McKee (D) signed an executive order ending the statewide mask requirement for vaccinated and unvaccinated individuals.
Rhode Island	2021/7/15	 On July 13, Gov. Dan McKee (D) announced the state will be the first where all colleges and universities will require students to be vaccinated when returning in the fall.
South Carolina	2020/5/11	 Restaurants could open for dine-in services under certain conditions Monday, including allowing no more than 50% of posted occupancy inside and spacing tables 6 to 8 feet apart. Gov. Henry McMaster (R) also lifted boating restrictions.
South Carolina	2020/5/12	 Gov. Henry McMaster (R) announced on May 11 that close-contact businesses could reopen beginning Monday, May 18. Businesses in that category include barbershops, hair salons, gyms, and pools. Businesses that reopen must follow specific guidelines, which include, keeping people six feet apart when possible, installing physical barriers at work stations, and putting up signs to remind employees and customers of safety and hygiene practices.
South Carolina	2020/5/18	 Close-contact businesses (barbershops, salons, spas, and tattoo parlors), gyms, and public pools began reopening on May 18. The businesses must follow state guidelines, including keeping people six feet apart when possible, installing physical barriers at work stations, and putting up signs to remind employees and customers of safety and hygiene practices.
South Carolina	2020/5/22	 Attraction facilities in the state began to partially reopen. Eligible businesses include zoos, museums, aquariums, planetariums, historic sites, waterparks, amusement park rides, go-kart tracks, and miniature golf courses. The reopening does not include bowling alleys, nightclubs, spectator sports venues, or movie theaters.
South Carolina	2020/6/12	 Gov. Henry McMaster (R) issued an executive order allowing bowling alleys to reopen and lifting capacity limits on retailers. The order also declared a new state of emergency.
South Carolina	2020/6/23	 The state's AccelerateED task force released final guidelines for reopening schools in the fall. Recommendations include mask requirements for students and faculty, social distancing measures, and 50% capacity limits for school busses.
South Carolina	2020/7/13	 On June 11, an order prohibiting restaurants and bars from selling alcohol after 11:00 p.m. took effect.
South Carolina	2020/7/30	 Gov. Henry McMaster (R) announced the state’s guidance for restaurants will become requirements, effective Aug. 3. The order will require employees and patrons to wear masks at dining establishments, prohibit customers from gathering around bar areas, and limit dine-in to 50% occupancy. McMaster also announced that large gathering venues and events like movie theaters, festivals, auditoriums, and concerts will be able to reopen with mask requirements for attendees. Masks will be required in all state buildings starting on Aug. 5.
South Carolina	2020/7/31	 State Superintendent of Education Molly Spearman announced masks will be required in South Carolina public school facilities for staff and students in grades 2-12.
South Carolina	2020/9/1	 Gov. Henry McMaster (R) announced outdoor visitation is permitted at nursing homes that can meet the criteria outlined in the state’s guidance document.
South Carolina	2020/10/5	 Gov. Henry McMaster (R) issued an executive order lifting capacity limits on restaurants, effective Oct. 2. Individuals are still required to wear face coverings at restaurants, and the sale and consumption of alcoholic beverages after 11 p.m. is still prohibited.
South Carolina	2021/1/8	 Gov. Henry McMaster (R) extended the state’s coronavirus emergency order until Jan. 22.
South Carolina	2021/1/13	 Individuals age 70 or older can begin scheduling appointments to receive a vaccine starting Jan. 13.
South Carolina	2021/2/4	 Gov. Henry McMaster (R) announced individuals age 65 and older will be able to schedule vaccination appointments starting Feb. 8. Currently, appointments are limited to individuals age 70 and older.
South Carolina	2021/2/22	 Gov. Henry McMaster (R) extended the state’s coronavirus emergency order through March 8.
South Carolina	2021/3/3	 Gov. Henry McMaster (R) announced the state will start Phase 1b of vaccination starting March 8. The phase will include everyone aged 55 and older, anyone 16 and older with a high-risk health condition (including cancer, heart disease, and obesity), inmates and correctional officers, and homeless shelter residents and workers. McMaster said the state was aiming to start Phase 1c on April 12, which will expand eligibility to anyone 45 or older and all workers the CDC classifies as essential. On May 3, the state is aiming to start Phase 2, which will include everyone age 16 and older.
South Carolina	2021/3/24	 Gov. Henry McMaster (R) extendedthe state’s coronavirus emergency order until April 7.
South Carolina	2021/3/29	 Gov. Henry McMaster (R) announced all residents 16 and older will be eligible to receive a coronavirus vaccine starting March 31.
South Carolina	2021/3/31	 All residents 16 and older are eligible to receive a coronavirus vaccine starting March 31.
South Carolina	2021/4/8	 Gov. Henry McMaster (R) extendedthe state’s coronavirus emergency order through April 22.
South Carolina	2021/4/23	 Gov. Henry McMaster (R) extendedthe state’s coronavirus emergency order through May 7.
South Carolina	2021/5/7	 Gov. Henry McMaster (R) announced the state will stop participating in federal pandemic-related unemployment benefits programs starting June 30. For more information on the state’s pre-pandemic unemployment benefits programs, click here.
South Carolina	2021/5/10	 Gov. Henry McMaster (R) extended the state’s coronavirus emergency order until May 22, 2021.
South Carolina	2021/5/12	 Gov. Henry McMaster (R) signed an executive order that allows parents to choose whether their children wear a mask in public schools. The order prohibits any local government, state agency, or state employee from requiring proof of vaccination to access government services or facilities. The order also prohibits local governments from using the state’s coronavirus emergency order as a basis for mask mandates.
South Carolina	2021/5/24	 Gov. Henry McMaster (R) extended the state’s coronavirus emergency order until June 6.
South Carolina	2021/6/9	 Gov. Henry McMaster (R) allowed the statewide coronavirus emergency order to expire June 7. McMaster declared the emergency March 13, 2020.
South Dakota	2020/4/29	 Gov. Kristi Noem (R) outlined her Back to Normal plan for the state. The plan includes guidelines for individuals, employers, retailers, schools, healthcare providers, and local governments for resuming normal operations. The guidelines are not requirements and do not go into effect on a specific date (though the plan has a list of criteria to initiate) as South Dakota never issued a stay-at-home order or required businesses to close.
South Dakota	2020/6/22	 The South Dakota Department of Health released a three-phase reopening plan for long-term care facilities, which have been closed since March. In phase one, outdoor visitation is generally permitted, while indoor visitation generally is not. To move from one phase to the next, nursing homes must engage in weekly randomized testing of staff and patients, and there must be no confirmed cases in the facility within the last 14 days.
South Dakota	2020/7/23	 The South Dakota High School Activities Association board voted unanimously to allow sports practices to begin on Aug. 3 with the first competition scheduled for Aug. 11. Masks are not required at competitions but spectators are recommended to wear them.
South Dakota	2020/10/22	 Gov. Kristi Noem (R) decreased the eligibility requirements for the state’s Small Business and Healthcare Provider Relief Program from a 25% reduction in business to a 15% reduction in business. The maximum grant limit was increased from $100,000 to $500,000.
South Dakota	2020/12/21	 On Friday, Dec. 18, Gov. Kristi Noem (R) issued an order extending the statewide COVID-19 emergency through June 30, 2021.
South Dakota	2021/2/4	 On Feb. 3, the South Dakota Department of Health announced that people age 75 and older will be eligible for vaccination starting Feb. 8. Previously, Phase 1D only allowed people age 80 and over to receive a vaccine.
South Dakota	2021/2/8	 People age 75 and older are eligible for vaccination starting Feb. 8. Previously, Phase 1D only allowed people age 80 and over to receive a vaccine.
South Dakota	2021/3/23	 On Monday, March 22, the South Dakota Department of Health opened vaccine eligibility to Group 1E of the state’s vaccination plan. Group 1E includes critical infrastructure workers, such as employees in food and agriculture, wastewater, and fire personnel.
South Dakota	2021/4/1	 On Wednesday, March 31, Gov. Kristi Noem (R) announced that residents 16 and older will become eligible to receive a coronavirus vaccine on Monday, April 5.
South Dakota	2021/4/21	 On Wednesday, April 21, Gov. Kristi Noem (R) issued an order banning government entities, including local governments and state agencies, from requiring individuals to submit proof of vaccination to access facilities or services.
South Dakota	2021/6/28	 The state stopped participating in pandemic-related federal unemployment benefit programs June 26. Gov. Kristi Noem (R) made the announcement May 12.
Tennessee	2020/4/27	 Tennessee allowed restaurants to open at 50% occupancy Monday, and retailers will be allowed to open at 50% occupancy Wednesday. Gov. Bill Lee's (R) guidelines apply to 89 of the state's 95 counties. Counties with their own health departments have their own reopening plans. Tennessee is a Republican trifecta.
Tennessee	2020/5/1	 Gov. Bill Lee (R) announced that the state’s Economic Recovery Group, made up of government and private sector leaders, had released guidelines for businesses set to reopen on May 6 in 89 of the state’s 95 counties. The guidance, which applies to close contact businesses like barbershops and tattoo studios, includes best practices for social distancing and health screening. Tennessee is a Republican trifecta.
Tennessee	2020/5/13	 Gov. Bill Lee (R) extended Tennessee’s State of Emergency declaration through June 30. It had been scheduled to expire on May 18, and originally went into effect March 12. Tennessee's stay-at-home order expired on April 30.
Tennessee	2020/5/15	 Gov. Bill Lee (R) announced that beginning on or after May 22, he will lift some restrictions on restaurants, retail, and large attraction venues like amusement parts and theaters across much of the state. Six Tennessee counties, including Shelby and Knox counties, are following county-specific plans and won’t be impacted by these changes. Lee said new guidelines would be released next week.
Tennessee	2020/5/22	 Capacity restrictions for retailers businesses and restaurants were lifted on May 22 in 89 counties. Large attractions and venues are also allowed to reopen in those counties with restrictions, per updated guidelines released May 20.
Tennessee	2020/5/28	 Gov. Bill Lee's (R) Economic Recovery Group released new and updated guidelines for noncontact sports, overnight camps, and higher education that address appropriate safety precautions.
Tennessee	2020/6/8	 Gov. Bill Lee’s (R) Economic Recovery Group The Economic Recovery Group assembled by Gov. Bill Lee (R) released updated guidelines for close contact business, exercise facilities, non-contact recreation, and large venues and community events, including attractions. The new guidelines for close contact businesses, exercise facilities, and recreation emphasize social distancing rather than capacity limits. For attractions, large venues, and community events, including fairs, organizers should reduce occupancy to allow for social distancing and encourage face coverings.
Tennessee	2020/6/9	 The Tennessee Department of Education released guidance for reopening schools in August. The document does not require Tennessee school districts to adopt any particular approach but provides suggestions and best practices for safely reopening, including requiring students and staff to wear masks and setting staggered schedules.
Tennessee	2020/6/10	 Gov. Bill Lee (R) announced that limited visitation to nursing homes and long-term care facilities can resume June 15. Facilities that reopen will need to have tested all residents and staff at least once.
Tennessee	2020/6/16	 Gov. Bill Lee (R) signed an executive order allowing nursing homes may accept visitors on a limited basis beginning June 15. Facilities can only reopen if all staff and residents have been tested at least once and there have been no new coronavirus cases in the previous 28 days.
Tennessee	2020/6/18	 The Knox County Board of Health announced on June 18 that Knox County would adopt Gov. Bill Lee’s (R) reopening plan on July 1. Lee permitted six counties, including Knox, to follow reopening plans from local health departments. Knox will remain in Phase 2 of its reopening plan for two weeks, before aligning with the state’s.
Tennessee	2020/6/30	 On Monday, June 29, Gov. Bill Lee (R) extended the state of emergency declaration through August 29. The order continues the suspension and extension of some laws, regulations, and deadlines, including allowing restaurants to offer take-out and delivery of alcohol and pushing back the date at which drivers licenses need to be renewed. Lee also issued an executive order permitting local governments to continue to meet remotely.
Tennessee	2020/7/7	 On July 3, Gov. Bill Lee (R) signed an order allowing mayors in 89 counties to issue mask requirements.
Tennessee	2020/7/13	 Gov. Bill Lee’s (R) Economic Recovery Group released new guidelines for media production. The guidelines apply to the film, TV, and music industries.
Tennessee	2020/7/27	 On July 24, the Tennessee Board of Education reviewed waiver requests for the 2020-2021 school year in response to the coronavirus pandemic. The board denied requests from 60 districts to waive the requirement that districts offer at least two physical education classes a week for at least 60 minutes. The board granted waivers to 56 districts to eliminate duty-free lunch breaks for teachers in districts where students will use classrooms for lunch rather than cafeterias. The board also denied waivers seeking to increase the state’s maximum class size.
Tennessee	2020/7/29	 Gov. Bill Lee (R) released guidelines for reopening schools. The recommendations cover testing and contact tracing, immunizations, and resources necessary for returning students to classrooms or teaching remotely.
Tennessee	2020/8/3	 On July 31, Gov. Bill Lee (R) issued Executive Order 55, which removes restrictions on contact sports, including football and soccer, so long as organizations and schools follow safety guidelines. The order also extended an earlier executive order that permitted local governments to determine mask requirements.
Tennessee	2020/8/12	 Education Commissioner Penny Schwinn said on Aug. 12 that the Tennessee Department of Education was encouraging school districts to mandate face coverings for middle and high school students.
Tennessee	2020/8/18	 On Aug. 17, Gov. Bill Lee (R) signed a bill protecting businesses, schools, and nursing homes from lawsuits related to damages caused by COVID-19. It makes it harder for parties to sue those entities for damages caused by COVID-19 but does not apply to cases of gross negligence or willful misconduct.
Tennessee	2020/8/31	 On Aug. 28, Gov. Bill Lee (R) extended the statewide state of emergency through September 30.
Tennessee	2020/9/29	 In a call with state legislators on Sept. 29, Gov. Bill Lee (R) said he would renew the COVID-19 state of emergency, which expires on Sept. 30, and remove all remaining coronavirus restrictions on businesses. As of this writing, Lee had not released the order.
Tennessee	2020/9/30	 On Sept. 29, Gov. Bill Lee (R) released an executive order eliminating coronavirus restrictions on businesses and gatherings in 89 of the state’s 95 counties. Six counties, including Shelby, operate according to rules made by their respective health departments
Tennessee	2020/10/20	 On Tuesday, Oct. 20, Gov. Bill Lee (R) announced he would be extending the executive order that allows local governments to impose mask requirements through the end of the year.
Tennessee	2020/10/21	 The state announced the creation of a new COVID-19 website that Gov. Bill Lee (R) said would “help Tennesseans quickly and easily find important information as they navigate decisions for themselves and their families.” The site includes dashboards and daily reports with state and county-level data, including case counts, hospitalizations, and number of tests performed.
Tennessee	2020/12/21	 On Sunday, Dec. 20, Gov. Bill Lee (R) issued an executive order limiting gatherings to 10 people.
Tennessee	2020/12/23	 On Tuesday, Dec. 22, Gov. Bill Lee (R) extended the state’s coronavirus emergency through Feb. 27.
Tennessee	2021/1/20	 On Tuesday, Jan. 19, Gov. Bill Lee (R) extended and modified an order that restricts spectators at school sporting events through Feb. 27. The new order prohibits bands, cheerleaders, and dance teams from attending games.
Tennessee	2021/2/1	 Gov. Bill Lee (R) is lifting restrictions on spectators and participants at indoor and outdoor school sporting events beginning Feb. 1. On that day, cheerleaders will be permitted to perform at games, and the general public will be allowed to attend them.
Tennessee	2021/2/11	 On Wednesday, Feb. 10, Gov. Bill Lee (R) announced the state would partner with Walmart to expedite the distribution of vaccines throughout the state.
Tennessee	2021/2/23	 On Monday, Feb. 22, the Tennessee State Senate voted 27-5 to pass SB 0103, a bill that would give the governor authority to reopen public schools to in-person instruction during a state of emergency. The bill specifies that in the absence of an order from a local health board or the governor, school boards determine whether to open or close schools during emergencies. The bill goes to the House for consideration.
Tennessee	2021/3/1	 On Friday, Feb. 26, Gov. Bill Lee (R) signed an order extending the coronavirus state of emergency through April 28 and ending visitation restrictions on nursing homes and long-term care facilities. He also signed orders extending provisions that allow for remote government meetings and remote notarization.
Tennessee	2021/3/23	 On Monday, March 22, Gov. Bill Lee (R) announced that residents 16 and older will become eligible to receive a coronavirus vaccine April 5.
Tennessee	2021/4/5	 Effective Monday, April 5, residents 16 and older are eligible to receive a coronavirus vaccine.
Tennessee	2021/4/14	 On Wednesday, April 14, the Tennessee Senate voted 27-3 to pass Senate Bill 0858. The bill prohibits government officials or agencies from mandating that private businesses require customers to show proof of vaccination. The bill now goes to the House.
Tennessee	2021/4/27	 On Tuesday, April 27, Gov Bill Lee (R) issued an executive order ending county mayors’ authority in 89 counties to require masks. In Tennessee, the state health department has authority over 89 of the state’s 95 counties, and the department allowed counties to pass their own mask mandates. Lee asked independent health departments in Shelby, Madison, Davidson, Hamilton, Knox, and Sullivan counties to end restrictions on businesses and mask requirements by May 30. Lee also ended all statewide health orders.
Tennessee	2021/5/12	 On Tuesday, May 11, Gov. Bill Lee (R) announced the state will stop participating in federal pandemic unemployment programs beginning July 3.
Tennessee	2021/7/6	 The state stopped participating in pandemic-related federal unemployment benefit programs on July 3. Gov. Bill Lee (R) made the announcement May 11.
Tennessee	2021/8/3	 On Friday, July 30, Gov. Bill Lee (R) extended the statewide COVID-19 state of emergency through Aug. 31.
Texas	2020/4/28	 Gov. Greg Abbott (R) issued an executive order allowing retail stores, malls, restaurants, and theaters to reopen on May 1 at 25% max occupancy. The order also allows libraries and museums to open. The new order supersedes any local orders. Abbott said he wants personal care businesses, gyms, and bars to open “as soon as possible” and said he expected that to happen by mid-May.
Texas	2020/5/6	 Gov. Greg Abbott (R) announced that a number of businesses, including gyms, hair salons, and tanning salons, would be allowed to reopen within the next two weeks. Texas is in the first phase of its reopening plan.
Texas	2020/5/8	 The second phase of the state’s reopening plan started Friday, May 8. Businesses allowed to reopen at 25% capacity include barbershops, nail salons, and swimming pools.
Texas	2020/5/18	 Gov. Greg Abbott (R) added daycares to the list of businesses that were scheduled to reopen on May 18, which included gyms, office spaces, and non-essential manufacturing. Abbott also announced that bars and bowling alleys may reopen with restrictions on May 22 in most counties and that restaurants may expand capacity up to 50% that day. Youth sports and overnight camps can reopen on May 31. Abbott delayed that reopening in El Paso, Randall, Potter, and Deaf Smith Counties, saying each had seen a spike in coronavirus cases. Bars in those counties may reopen, and restaurants may expand to 50% capacity, on May 29.
Texas	2020/5/22	 Effective May 22, bars, breweries, and wine rooms are permitted to reopen at 25% capacity, and restaurants are permitted to reopen at 50% capacity. Additionally, indoor entertainment, like bowling alleys and skating rinks, are allowed to reopen at 25% capacity.
Texas	2020/6/1	 Fans can attend outdoor professional sporting events at 25% of a venue's capacity beginning May 31. Leagues will need to receive approval from the Texas Department of State Health Services before holding events with spectators. Day and overnight youth camps, as well as youth sports, were also permitted to begin operating that day.
Texas	2020/6/4	 Gov. Greg Abbott announced at a press conference on May 3 that Texas had entered Phase III of the reopening plan. Some restrictions were eased immediately, allowing most businesses to operate at 50% capacity. Bars can operate at 50% capacity, so long as customers remain seated. Restaurants can now seat 10 people to a table. In counties with fewer than 1,000 confirmed COVID-19 cases, amusement parks and carnivals can open at 50% capacity. Restrictions will be further eased on June 12 and 19.
Texas	2020/6/12	 Effective June 12, restaurants are permitted to expand operations to 75% occupancy.
Texas	2020/6/19	 Education Commissioner Mike Morath said the state's schools would open to students in the fall. Morath said guidance for schools would be released in the future. Additionally, amusement parks and carnivals can reopen at 50% capacity across the state.
Texas	2020/6/24	 On June 23, Gov. Greg Abbott (R) signed an order granting county and city authorities more latitude to impose local coronavirus restrictions. According to the order, a county judge or mayor can, in consultation with local health authorities, limit gatherings of more than 100 people. At a press conference that day, Abbott noted that local authorities could impose mask requirements.
Texas	2020/6/26	 In response to a rise in coronavirus cases, Gov. Greg Abbott (R) announced on June 26 he was reimposing some statewide restrictions on businesses, including ordering all bars to close by 12:00 p.m. that day. Restaurants, which are currently allowed to operate at 75% capacity, will only be allowed to operate at 50% capacity beginning on June 29. The new order also requires rafting and tubing businesses to close and says local authorities must approve outdoor gatherings of more than 100 people.
Texas	2020/6/30	 Gov. Greg Abbott (R) announced Tuesday, June 30, that he was pausing elective surgeries in four additional counties, bringing the total number of counties with bans on elective surgeries to eight. The eight counties have experienced an increase in COVID-19 cases and hospitalizations.
Texas	2020/7/8	 Texas Education Commissioner Mike Morath released guidance for reopening schools in the fall on July 7. Parents will be able to choose between on-campus and distance learning options. Masks will be required in school buildings.
Texas	2020/7/9	 On July 9, Gov. Greg Abbott (R) issued a proclamation suspending elective surgeries in hospitals in 11 of the state’s trauma service areas. Texas is divided into 22 trauma service areas. The proclamation was aimed at expanding hospital capacity to deal with a surge in coronavirus cases.
Texas	2020/7/15	 On July 14, Gov. Greg Abbott (R) said that schools would be permitted to delay returning students to physical classrooms for longer than originally planned. Previously, state guidance said schools should offer three weeks of virtual instruction to start the year but could lose state funding if they did not return to in-person instruction after that period. Abbot said he would provide more information soon.
Texas	2020/7/20	 In an open letter to religious private schools dated July 17, Attorney General Ken Paxton (R) wrote that such entities are exempt from local orders closing or restricting school operations. According to Paxton, Gov. Greg Abbott (R) has said that private schools are not bound by orders that apply to public schools. Additionally, on July 17, the Texas Education Agency extended the time local school districts can keep schools closed and teach students remotely without losing funding. According to the new rules, districts can teach students remotely for up to eight weeks from the start of the school year, so long as the local school board votes on the matter after four weeks.
Texas	2020/8/7	 The Texas Health and Human Services Commission announced on Aug. 6 it was lifting restrictions on nursing and long-term care facilities to allow for limited visitations if certain requirements are met. At nursing facilities, visits are restricted to outdoor settings. For long-term care facilities, indoor and outdoor visitations are permitted, but physical contact between patients and visitors is prohibited. Visitations can only happen at both kinds of facilities if there have been no confirmed COVID-19 cases in the last 14 days.
Texas	2020/8/13	 At an Aug. 13 news conference, Gov. Greg Abbott (R) said he would need to see hospital capacity increase and the state’s positivity rate fall below 10% for a “sustained period of time” before he would consider reopening bars.
Texas	2020/8/21	 On Aug. 20, Texas Education Commissioner Mike Morath said the Texas Education Agency and the Department of State Health will soon begin to publish COVID-19 case numbers at schools. School districts will be required to report confirmed cases to the state within a day.
Texas	2020/8/26	 On Aug. 25, the Texas Alcoholic Beverage Commission (TABC) adopted an emergency rule allowing bars and breweries to reopen as restaurants if they serve food from trucks or other vendors. Establishments must also set aside a dedicated area for preparing and storing food.
Texas	2020/9/8	 On Monday, Sept. 7, Gov. Greg Abbott (R) signed an executive order extending the statewide COVID-19 disaster declaration. Abbott first enacted the declaration in March and has subsequently extended it several times. The disaster declaration allows the state to access and direct resources to combat the pandemic.
Texas	2020/9/17	 On Sept. 17, Gov. Greg Abbott (R) announced that several types of businesses, including retail stores, restaurants, and office buildings in 19 out of the state’s 22 hospital regions will be permitted to expand operating capacity to 75% on Sept. 21. Those businesses are currently limited to 50% capacity. Abbott did not say when bars would be allowed to reopen.
Texas	2020/9/21	 Several types of businesses, including retail stores, restaurants, and office buildings in 19 out of the state’s 22 hospital regions can expand operating capacity to 75% on Sept. 21.
Texas	2020/10/7	 On Wednesday, Oct. 7, Gov. Greg Abbott (R) announced on Facebook that country judges can allow bars and similar establishments to reopen at 50% capacity in regions with low COVID-19 hospitalization rates beginning Oct. 14. Bars in counties that opt in will be required to keep patrons seated while indoors. Additionally, businesses like amusement parks and movie theaters in low hospitalization counties will be permitted to reopen at 75% capacity on Oct. 14.
Texas	2020/10/14	 On Wednesday, Oct. 14, Gov. Greg Abbott (R) announced the Texas Education Agency (TEA) and the Texas Division of Emergency Management have partnered to pilot a program for COVID-19 rapid testing in eight school systems.
Texas	2020/12/4	 On Thursday, Dec. 3, COVID-19 hospitalizations in North Texas exceeded Gov. Greg Abbott’s (R) threshold that would trigger new restrictions on businesses. Restaurants and gyms will have to reduce capacity to 50%, and bars whose sales of alcohol make up more than 51% of revenue will need to close.
Texas	2021/1/6	 On Jan. 5, Trauma Service Area Q, which includes the city of Houston and is one of several regions used by the Texas Department of Health and Human Services to assess COVID-19 spread, passed the seven-day hospitalization threshold requiring stricter restrictions. The restrictions, laid out in Gov. Greg Abbott’s (R) Oct. 7 executive order, include a ban on elective surgeries and indoor service at bars and a reduction to 50% capacity for most businesses. COVID-19 patients will need to comprise less than 15% of total hospital capacity in the region for seven consecutive days to return to the previous phase.
Texas	2021/2/9	 On Tuesday. Feb. 9, Gov. Greg Abbott (R) announced the Texas Rent Relief Program, which will help qualified households with rent and utility payments. The program will administer more than $1 billion in federal COVID-19 funding provided to Texas.
Texas	2021/2/24	 On Tuesday, Feb. 23, the percentage of hospital beds devoted to COVID-19 patients in the Southeast Texas Trauma Service Area, which includes Houston, remained below 15% for seven consecutive days, allowing restaurants and other businesses to increase their operating capacity from 50% to 75% capacity, up from 50%. In an Oct. 7, 2020, executive order, Gov. Greg Abbott (R) mandated tighter restrictions in regions that saw high levels of COVID-19 hospitalizations. The executive order permits county judges to decide if bars can reopen in regions where COVID-19 hospitalizations are below 15% of hospital capacity.
